loan_int_rate,loan_amnt,loan_grade,debt_ratio,loan_intent,loan_percent_income,person_income,dataset,label
11.26,11500.0,B,,EDUCATION,0.19,60000.0,credit_risk,0.0
,5000.0,C,,MEDICAL,0.25,19968.0,credit_risk,1.0
14.42,10000.0,D,,PERSONAL,0.17,60000.0,credit_risk,0.0
9.63,10000.0,A,,PERSONAL,0.17,60000.0,credit_risk,0.0
9.32,2800.0,A,,VENTURE,0.05,60000.0,credit_risk,0.0
13.79,3000.0,C,,HOMEIMPROVEMENT,0.05,60000.0,credit_risk,0.0
13.79,9000.0,C,,MEDICAL,0.15,60000.0,credit_risk,0.0
11.86,5000.0,B,,DEBTCONSOLIDATION,0.25,20000.0,credit_risk,0.0
10.39,5000.0,B,,DEBTCONSOLIDATION,0.25,20000.0,credit_risk,0.0
14.42,1500.0,D,,VENTURE,0.03,54000.0,credit_risk,1.0
12.53,16750.0,C,,EDUCATION,0.28,60000.0,credit_risk,0.0
8.0,10000.0,A,,VENTURE,0.17,60000.0,credit_risk,0.0
12.42,5000.0,B,,PERSONAL,0.25,20400.0,credit_risk,0.0
20.89,5000.0,F,,MEDICAL,0.24,21000.0,credit_risk,1.0
,8000.0,C,,EDUCATION,0.13,60000.0,credit_risk,0.0
9.63,10000.0,A,,MEDICAL,0.19,54000.0,credit_risk,1.0
6.99,5000.0,A,,PERSONAL,0.24,21000.0,credit_risk,0.0
6.91,5000.0,A,,VENTURE,0.24,21000.0,credit_risk,0.0
16.32,16000.0,E,,HOMEIMPROVEMENT,0.3,54000.0,credit_risk,1.0
8.63,5000.0,A,,DEBTCONSOLIDATION,0.24,21000.0,credit_risk,0.0
11.71,5000.0,B,,PERSONAL,0.24,21120.0,credit_risk,1.0
17.58,5000.0,D,,VENTURE,0.23,21600.0,credit_risk,1.0
11.89,15000.0,B,,PERSONAL,0.25,60000.0,credit_risk,0.0
9.99,5000.0,B,,DEBTCONSOLIDATION,0.23,21600.0,credit_risk,0.0
12.21,10000.0,B,,PERSONAL,0.17,60000.0,credit_risk,0.0
13.06,5000.0,C,,PERSONAL,0.23,21600.0,credit_risk,1.0
6.99,5000.0,A,,EDUCATION,0.23,21648.0,credit_risk,0.0
11.89,8000.0,B,,DEBTCONSOLIDATION,0.15,54000.0,credit_risk,1.0
13.16,3000.0,C,,PERSONAL,0.05,60000.0,credit_risk,0.0
11.26,10000.0,B,,PERSONAL,0.17,60000.0,credit_risk,0.0
15.7,5000.0,D,,PERSONAL,0.23,22000.0,credit_risk,0.0
9.63,1000.0,A,,EDUCATION,0.02,60000.0,credit_risk,0.0
16.32,5000.0,E,,PERSONAL,0.23,22000.0,credit_risk,1.0
10.83,10000.0,B,,HOMEIMPROVEMENT,0.17,60000.0,credit_risk,0.0
13.85,5000.0,C,,EDUCATION,0.22,22800.0,credit_risk,0.0
13.57,5000.0,C,,DEBTCONSOLIDATION,0.22,22800.0,credit_risk,0.0
11.11,5000.0,B,,EDUCATION,0.22,22944.0,credit_risk,0.0
13.06,5000.0,C,,HOMEIMPROVEMENT,0.22,22992.0,credit_risk,1.0
,5000.0,C,,PERSONAL,0.22,23000.0,credit_risk,0.0
,5000.0,B,,EDUCATION,0.22,23000.0,credit_risk,0.0
7.49,5000.0,A,,VENTURE,0.21,23484.0,credit_risk,0.0
14.27,5000.0,C,,HOMEIMPROVEMENT,0.21,24000.0,credit_risk,1.0
11.66,1600.0,C,,EDUCATION,0.03,60000.0,credit_risk,0.0
8.9,5000.0,A,,VENTURE,0.21,24000.0,credit_risk,0.0
7.51,5000.0,A,,DEBTCONSOLIDATION,0.21,24000.0,credit_risk,0.0
6.62,5000.0,A,,PERSONAL,0.21,24000.0,credit_risk,0.0
16.49,5000.0,D,,EDUCATION,0.21,24000.0,credit_risk,0.0
11.03,7500.0,C,,MEDICAL,0.14,54000.0,credit_risk,1.0
8.0,7500.0,A,,DEBTCONSOLIDATION,0.13,60000.0,credit_risk,0.0
,5000.0,B,,EDUCATION,0.21,24000.0,credit_risk,0.0
,5000.0,D,,HOMEIMPROVEMENT,0.21,24000.0,credit_risk,1.0
9.76,9900.0,B,,PERSONAL,0.17,60000.0,credit_risk,0.0
11.66,7500.0,C,,EDUCATION,0.13,60000.0,credit_risk,0.0
9.45,6000.0,B,,DEBTCONSOLIDATION,0.1,60000.0,credit_risk,0.0
6.92,5000.0,A,,EDUCATION,0.21,24000.0,credit_risk,0.0
9.45,17000.0,B,,EDUCATION,0.28,60000.0,credit_risk,0.0
7.75,9800.0,A,,PERSONAL,0.16,60000.0,credit_risk,0.0
8.07,8000.0,A,,MEDICAL,0.13,60000.0,credit_risk,0.0
12.98,5000.0,C,,MEDICAL,0.21,24000.0,credit_risk,0.0
12.61,5000.0,C,,DEBTCONSOLIDATION,0.21,24000.0,credit_risk,0.0
10.75,5000.0,B,,PERSONAL,0.21,24000.0,credit_risk,0.0
10.62,5000.0,B,,DEBTCONSOLIDATION,0.21,24000.0,credit_risk,0.0
11.48,5000.0,B,,VENTURE,0.21,24000.0,credit_risk,0.0
8.94,5000.0,A,,PERSONAL,0.21,24000.0,credit_risk,0.0
8.9,5000.0,A,,PERSONAL,0.21,24044.0,credit_risk,0.0
7.49,10000.0,A,,PERSONAL,0.17,60204.0,credit_risk,0.0
,5000.0,D,,DEBTCONSOLIDATION,0.2,24996.0,credit_risk,1.0
16.45,5000.0,E,,EDUCATION,0.2,24996.0,credit_risk,1.0
,5000.0,D,,MEDICAL,0.2,24996.0,credit_risk,1.0
,5000.0,C,,DEBTCONSOLIDATION,0.2,24996.0,credit_risk,0.0
12.69,5000.0,B,,MEDICAL,0.2,25000.0,credit_risk,0.0
6.54,24000.0,A,,EDUCATION,0.4,60400.0,credit_risk,0.0
8.0,5500.0,A,,VENTURE,0.09,60400.0,credit_risk,0.0
11.66,9525.0,C,,MEDICAL,0.18,54417.0,credit_risk,1.0
10.99,5000.0,B,,EDUCATION,0.2,25000.0,credit_risk,0.0
,5000.0,A,,VENTURE,0.2,25000.0,credit_risk,0.0
12.42,17000.0,B,,PERSONAL,0.28,60500.0,credit_risk,0.0
14.27,5000.0,C,,EDUCATION,0.08,60500.0,credit_risk,0.0
6.91,5000.0,A,,DEBTCONSOLIDATION,0.2,25000.0,credit_risk,0.0
17.49,8000.0,D,,MEDICAL,0.15,54500.0,credit_risk,1.0
7.14,5000.0,A,,VENTURE,0.2,25000.0,credit_risk,0.0
8.94,12000.0,A,,EDUCATION,0.2,60500.0,credit_risk,0.0
10.62,5000.0,B,,EDUCATION,0.2,25000.0,credit_risk,0.0
7.68,6000.0,A,,EDUCATION,0.1,60500.0,credit_risk,0.0
8.94,5000.0,A,,DEBTCONSOLIDATION,0.2,25000.0,credit_risk,1.0
13.72,18000.0,C,,MEDICAL,0.3,60612.0,credit_risk,0.0
,5300.0,B,,PERSONAL,0.09,60612.0,credit_risk,0.0
12.86,5000.0,D,,DEBTCONSOLIDATION,0.2,25000.0,credit_risk,1.0
6.92,2500.0,A,,DEBTCONSOLIDATION,0.04,60626.0,credit_risk,0.0
13.49,6800.0,C,,EDUCATION,0.11,60635.0,credit_risk,0.0
13.99,10625.0,C,,DEBTCONSOLIDATION,0.17,60785.0,credit_risk,0.0
11.99,5000.0,B,,PERSONAL,0.19,26000.0,credit_risk,0.0
12.21,12000.0,B,,PERSONAL,0.2,60996.0,credit_risk,0.0
7.9,5000.0,A,,MEDICAL,0.19,26400.0,credit_risk,0.0
13.49,5000.0,C,,EDUCATION,0.19,26400.0,credit_risk,0.0
14.65,15000.0,C,,EDUCATION,0.25,61000.0,credit_risk,0.0
15.99,5000.0,D,,EDUCATION,0.19,26400.0,credit_risk,0.0
13.49,12000.0,C,,MEDICAL,0.2,61000.0,credit_risk,0.0
5.42,5000.0,A,,VENTURE,0.19,27000.0,credit_risk,0.0
16.77,9000.0,D,,MEDICAL,0.16,55000.0,credit_risk,1.0
11.71,12000.0,B,,PERSONAL,0.2,61000.0,credit_risk,0.0
16.77,5000.0,E,,MEDICAL,0.19,27000.0,credit_risk,1.0
6.62,2100.0,A,,EDUCATION,0.03,61000.0,credit_risk,0.0
11.99,6000.0,B,,EDUCATION,0.11,55000.0,credit_risk,1.0
,6000.0,C,,PERSONAL,0.1,61000.0,credit_risk,0.0
,5000.0,D,,VENTURE,0.19,27000.0,credit_risk,1.0
9.32,5000.0,A,,DEBTCONSOLIDATION,0.19,27000.0,credit_risk,0.0
10.08,5000.0,B,,VENTURE,0.19,27000.0,credit_risk,0.0
7.9,5000.0,A,,DEBTCONSOLIDATION,0.18,27096.0,credit_risk,1.0
,5000.0,C,,MEDICAL,0.18,27200.0,credit_risk,0.0
11.49,8000.0,B,,DEBTCONSOLIDATION,0.13,61000.0,credit_risk,0.0
19.29,18400.0,E,,VENTURE,0.3,61000.0,credit_risk,0.0
10.99,12000.0,B,,PERSONAL,0.2,61000.0,credit_risk,0.0
7.49,12000.0,A,,EDUCATION,0.2,61000.0,credit_risk,0.0
7.49,8000.0,A,,PERSONAL,0.13,61000.0,credit_risk,0.0
13.11,5000.0,C,,EDUCATION,0.18,27264.0,credit_risk,0.0
15.62,3000.0,D,,PERSONAL,0.05,61000.0,credit_risk,0.0
6.99,10000.0,A,,PERSONAL,0.16,61000.0,credit_risk,0.0
7.51,5000.0,A,,EDUCATION,0.18,27360.0,credit_risk,0.0
15.07,5000.0,E,,PERSONAL,0.18,27500.0,credit_risk,1.0
7.29,4200.0,A,,PERSONAL,0.07,61000.0,credit_risk,0.0
7.29,12000.0,A,,DEBTCONSOLIDATION,0.2,61000.0,credit_risk,0.0
5.42,8000.0,A,,PERSONAL,0.13,62000.0,credit_risk,0.0
15.65,10000.0,D,,PERSONAL,0.16,61000.0,credit_risk,0.0
5.79,7000.0,A,,EDUCATION,0.11,61000.0,credit_risk,0.0
5.79,8000.0,A,,MEDICAL,0.13,61000.0,credit_risk,0.0
12.99,8000.0,C,,PERSONAL,0.13,62000.0,credit_risk,0.0
,21000.0,B,,MEDICAL,0.34,61000.0,credit_risk,0.0
7.51,10000.0,A,,DEBTCONSOLIDATION,0.18,55000.0,credit_risk,1.0
7.51,18200.0,A,,MEDICAL,0.3,61000.0,credit_risk,0.0
12.68,8000.0,C,,EDUCATION,0.13,62000.0,credit_risk,0.0
15.33,10000.0,D,,DEBTCONSOLIDATION,0.18,55000.0,credit_risk,1.0
9.88,15000.0,B,,HOMEIMPROVEMENT,0.25,61000.0,credit_risk,0.0
7.14,7000.0,A,,HOMEIMPROVEMENT,0.13,55000.0,credit_risk,1.0
10.25,7500.0,B,,PERSONAL,0.12,61000.0,credit_risk,0.0
11.14,8000.0,B,,VENTURE,0.13,62000.0,credit_risk,0.0
14.26,21000.0,C,,DEBTCONSOLIDATION,0.34,61000.0,credit_risk,0.0
14.96,8000.0,D,,MEDICAL,0.14,56400.0,credit_risk,1.0
11.48,19200.0,B,,VENTURE,0.31,61000.0,credit_risk,0.0
12.53,8000.0,B,,VENTURE,0.13,63000.0,credit_risk,0.0
6.03,8000.0,A,,VENTURE,0.13,63900.0,credit_risk,0.0
7.9,8000.0,A,,HOMEIMPROVEMENT,0.13,64000.0,credit_risk,0.0
10.59,25000.0,B,,VENTURE,0.41,61080.0,credit_risk,0.0
10.0,8000.0,B,,VENTURE,0.13,64000.0,credit_risk,0.0
6.03,17000.0,A,,MEDICAL,0.28,61147.0,credit_risk,0.0
6.62,8000.0,A,,EDUCATION,0.12,65000.0,credit_risk,0.0
8.59,6400.0,A,,EDUCATION,0.1,61193.0,credit_risk,0.0
12.69,8000.0,B,,EDUCATION,0.12,65000.0,credit_risk,0.0
10.59,8000.0,B,,VENTURE,0.12,65000.0,credit_risk,0.0
6.92,8000.0,A,,PERSONAL,0.12,65000.0,credit_risk,0.0
,9000.0,A,,VENTURE,0.15,61200.0,credit_risk,0.0
9.63,8000.0,B,,PERSONAL,0.12,65000.0,credit_risk,0.0
7.66,5650.0,A,,PERSONAL,0.09,61200.0,credit_risk,0.0
5.42,5200.0,A,,MEDICAL,0.08,61200.0,credit_risk,0.0
6.54,8000.0,A,,EDUCATION,0.12,65000.0,credit_risk,0.0
7.88,10000.0,A,,DEBTCONSOLIDATION,0.16,61200.0,credit_risk,0.0
15.68,15250.0,E,,PERSONAL,0.28,55200.0,credit_risk,1.0
14.42,6000.0,D,,MEDICAL,0.11,55200.0,credit_risk,1.0
12.84,1500.0,C,,HOMEIMPROVEMENT,0.02,61200.0,credit_risk,0.0
10.51,5100.0,B,,EDUCATION,0.08,61200.0,credit_risk,0.0
,7200.0,A,,HOMEIMPROVEMENT,0.13,55200.0,credit_risk,1.0
10.78,9600.0,C,,EDUCATION,0.17,55200.0,credit_risk,1.0
14.72,8000.0,C,,DEBTCONSOLIDATION,0.12,65000.0,credit_risk,0.0
9.32,8000.0,A,,PERSONAL,0.12,65000.0,credit_risk,0.0
11.49,2000.0,B,,PERSONAL,0.03,61289.0,credit_risk,0.0
16.49,9000.0,D,,EDUCATION,0.15,61300.0,credit_risk,0.0
9.63,13000.0,A,,VENTURE,0.21,61300.0,credit_risk,0.0
8.59,6125.0,A,,MEDICAL,0.1,61360.0,credit_risk,0.0
19.04,25000.0,F,,PERSONAL,0.45,55365.0,credit_risk,1.0
8.49,8000.0,A,,PERSONAL,0.12,65004.0,credit_risk,0.0
14.27,5000.0,C,,HOMEIMPROVEMENT,0.09,55400.0,credit_risk,1.0
14.61,5500.0,D,,MEDICAL,0.1,55400.0,credit_risk,1.0
9.99,10800.0,B,,EDUCATION,0.18,61402.0,credit_risk,0.0
,2500.0,B,,PERSONAL,0.04,61440.0,credit_risk,0.0
12.84,8000.0,C,,EDUCATION,0.12,65500.0,credit_risk,0.0
11.36,5000.0,B,,PERSONAL,0.08,61498.0,credit_risk,0.0
6.62,30000.0,A,,VENTURE,0.49,61500.0,credit_risk,0.0
7.14,8000.0,A,,VENTURE,0.12,67000.0,credit_risk,0.0
11.49,3200.0,B,,VENTURE,0.05,61500.0,credit_risk,0.0
,8000.0,C,,VENTURE,0.12,67200.0,credit_risk,0.0
14.96,24250.0,D,,EDUCATION,0.39,61547.0,credit_risk,0.0
10.62,13000.0,B,,PERSONAL,0.21,61615.0,credit_risk,0.0
6.03,6500.0,A,,HOMEIMPROVEMENT,0.11,61650.0,credit_risk,0.0
15.96,8000.0,C,,PERSONAL,0.11,70000.0,credit_risk,0.0
7.68,3200.0,A,,PERSONAL,0.05,61717.0,credit_risk,0.0
10.25,17800.0,B,,EDUCATION,0.29,61781.0,credit_risk,0.0
11.71,8000.0,B,,DEBTCONSOLIDATION,0.11,70000.0,credit_risk,0.0
6.54,1500.0,A,,MEDICAL,0.02,61800.0,credit_risk,0.0
7.75,4000.0,A,,VENTURE,0.06,61800.0,credit_risk,0.0
7.9,8000.0,A,,HOMEIMPROVEMENT,0.11,70000.0,credit_risk,0.0
15.96,8000.0,C,,EDUCATION,0.11,70000.0,credit_risk,0.0
6.99,8000.0,A,,EDUCATION,0.11,70000.0,credit_risk,0.0
11.99,8000.0,B,,MEDICAL,0.11,70000.0,credit_risk,0.0
15.28,8000.0,D,,DEBTCONSOLIDATION,0.13,64000.0,credit_risk,1.0
16.02,8000.0,D,,EDUCATION,0.11,70000.0,credit_risk,0.0
7.9,12000.0,A,,PERSONAL,0.19,62000.0,credit_risk,0.0
7.66,8000.0,A,,EDUCATION,0.11,70000.0,credit_risk,0.0
8.9,4000.0,A,,VENTURE,0.06,62000.0,credit_risk,0.0
14.84,8000.0,D,,PERSONAL,0.13,64000.0,credit_risk,1.0
14.72,8000.0,C,,EDUCATION,0.11,70000.0,credit_risk,0.0
14.26,8000.0,C,,PERSONAL,0.11,70000.0,credit_risk,0.0
6.62,8400.0,A,,DEBTCONSOLIDATION,0.14,62000.0,credit_risk,0.0
13.49,8000.0,C,,HOMEIMPROVEMENT,0.11,71000.0,credit_risk,0.0
,6200.0,A,,PERSONAL,0.1,62000.0,credit_risk,0.0
11.71,1800.0,B,,EDUCATION,0.03,62000.0,credit_risk,0.0
15.27,13000.0,C,,DEBTCONSOLIDATION,0.21,62000.0,credit_risk,0.0
7.9,8000.0,A,,DEBTCONSOLIDATION,0.11,72000.0,credit_risk,0.0
7.9,8000.0,A,,EDUCATION,0.11,72000.0,credit_risk,0.0
6.03,15075.0,A,,EDUCATION,0.24,62000.0,credit_risk,0.0
14.65,8000.0,C,,HOMEIMPROVEMENT,0.12,66000.0,credit_risk,1.0
6.03,5875.0,A,,PERSONAL,0.09,62000.0,credit_risk,0.0
7.9,8000.0,A,,MEDICAL,0.11,72000.0,credit_risk,0.0
7.51,6000.0,A,,DEBTCONSOLIDATION,0.1,62000.0,credit_risk,0.0
6.03,2000.0,A,,EDUCATION,0.03,62000.0,credit_risk,0.0
7.9,10000.0,A,,MEDICAL,0.16,62000.0,credit_risk,0.0
6.03,5000.0,A,,PERSONAL,0.08,62000.0,credit_risk,0.0
13.99,10000.0,C,,EDUCATION,0.16,62000.0,credit_risk,0.0
5.42,12000.0,A,,VENTURE,0.19,62000.0,credit_risk,0.0
10.0,8000.0,B,,HOMEIMPROVEMENT,0.11,72000.0,credit_risk,0.0
10.99,8500.0,B,,VENTURE,0.14,62000.0,credit_risk,0.0
,5575.0,B,,VENTURE,0.09,62000.0,credit_risk,0.0
15.62,8000.0,D,,EDUCATION,0.11,74000.0,credit_risk,0.0
13.92,8000.0,C,,EDUCATION,0.11,74000.0,credit_risk,0.0
5.42,5000.0,A,,VENTURE,0.08,62000.0,credit_risk,0.0
7.9,8000.0,A,,MEDICAL,0.11,75000.0,credit_risk,0.0
7.49,10000.0,A,,DEBTCONSOLIDATION,0.16,62000.0,credit_risk,0.0
5.99,8000.0,A,,DEBTCONSOLIDATION,0.11,75000.0,credit_risk,0.0
10.74,8000.0,B,,DEBTCONSOLIDATION,0.11,75000.0,credit_risk,0.0
12.99,3000.0,C,,HOMEIMPROVEMENT,0.05,62000.0,credit_risk,0.0
,9000.0,A,,MEDICAL,0.15,62000.0,credit_risk,0.0
13.79,8000.0,C,,PERSONAL,0.11,75000.0,credit_risk,0.0
15.37,8000.0,D,,VENTURE,0.11,75000.0,credit_risk,0.0
5.99,10000.0,A,,EDUCATION,0.16,62000.0,credit_risk,0.0
13.99,8000.0,D,,HOMEIMPROVEMENT,0.12,69000.0,credit_risk,1.0
5.99,8000.0,A,,PERSONAL,0.11,75638.0,credit_risk,0.0
13.11,8000.0,C,,PERSONAL,0.11,76000.0,credit_risk,0.0
6.03,8000.0,A,,MEDICAL,0.1,76460.0,credit_risk,0.0
7.51,8000.0,A,,DEBTCONSOLIDATION,0.1,77000.0,credit_risk,0.0
10.0,9000.0,B,,EDUCATION,0.15,62000.0,credit_risk,0.0
13.79,8000.0,C,,MEDICAL,0.1,78000.0,credit_risk,0.0
13.43,10000.0,C,,VENTURE,0.16,62000.0,credit_risk,0.0
14.54,8000.0,D,,VENTURE,0.14,56000.0,credit_risk,1.0
11.49,8000.0,B,,MEDICAL,0.1,79000.0,credit_risk,0.0
7.9,8000.0,A,,EDUCATION,0.1,80000.0,credit_risk,0.0
10.74,10000.0,B,,HOMEIMPROVEMENT,0.16,62000.0,credit_risk,0.0
10.0,7750.0,B,,EDUCATION,0.13,62000.0,credit_risk,0.0
18.39,8000.0,E,,VENTURE,0.1,80000.0,credit_risk,0.0
5.99,8000.0,A,,HOMEIMPROVEMENT,0.1,80000.0,credit_risk,0.0
,20000.0,A,,MEDICAL,0.32,62000.0,credit_risk,0.0
7.29,8000.0,A,,HOMEIMPROVEMENT,0.11,74000.0,credit_risk,1.0
14.46,18000.0,D,,VENTURE,0.29,62000.0,credit_risk,0.0
,10000.0,A,,PERSONAL,0.16,62000.0,credit_risk,0.0
6.91,1500.0,A,,EDUCATION,0.02,62000.0,credit_risk,0.0
12.73,8000.0,C,,MEDICAL,0.1,80000.0,credit_risk,0.0
6.91,17000.0,A,,EDUCATION,0.27,62000.0,credit_risk,0.0
12.84,8000.0,C,,VENTURE,0.1,81600.0,credit_risk,0.0
10.99,8000.0,B,,VENTURE,0.1,82000.0,credit_risk,0.0
7.88,10000.0,A,,MEDICAL,0.16,62000.0,credit_risk,0.0
13.48,8000.0,C,,HOMEIMPROVEMENT,0.11,76000.0,credit_risk,1.0
11.49,2000.0,B,,HOMEIMPROVEMENT,0.04,56000.0,credit_risk,1.0
6.76,4000.0,A,,EDUCATION,0.06,62000.0,credit_risk,0.0
10.38,20000.0,B,,MEDICAL,0.32,62000.0,credit_risk,0.0
11.86,2100.0,B,,EDUCATION,0.03,62000.0,credit_risk,0.0
14.35,10000.0,C,,VENTURE,0.18,56000.0,credit_risk,1.0
18.39,8000.0,E,,MEDICAL,0.1,66300.0,credit_risk,1.0
13.92,8000.0,C,,PERSONAL,0.09,84996.0,credit_risk,0.0
7.88,6000.0,A,,DEBTCONSOLIDATION,0.1,62000.0,credit_risk,0.0
13.06,8000.0,C,,HOMEIMPROVEMENT,0.09,85000.0,credit_risk,0.0
7.88,10000.0,A,,DEBTCONSOLIDATION,0.16,62000.0,credit_risk,0.0
7.88,11200.0,A,,VENTURE,0.18,62000.0,credit_risk,0.0
10.25,18000.0,B,,EDUCATION,0.32,56000.0,credit_risk,1.0
13.92,8000.0,C,,EDUCATION,0.09,86004.0,credit_risk,0.0
10.36,8000.0,B,,PERSONAL,0.09,86502.0,credit_risk,0.0
8.59,5000.0,A,,VENTURE,0.08,62000.0,credit_risk,0.0
10.37,8000.0,B,,MEDICAL,0.09,87000.0,credit_risk,0.0
13.57,3500.0,C,,VENTURE,0.06,62000.0,credit_risk,0.0
12.18,10000.0,B,,MEDICAL,0.16,62000.0,credit_risk,0.0
13.92,6000.0,C,,EDUCATION,0.1,62000.0,credit_risk,0.0
13.57,5000.0,C,,VENTURE,0.08,62000.0,credit_risk,0.0
14.26,8000.0,C,,DEBTCONSOLIDATION,0.1,76500.0,credit_risk,1.0
,12000.0,B,,PERSONAL,0.19,62000.0,credit_risk,0.0
14.27,8000.0,C,,EDUCATION,0.09,90000.0,credit_risk,0.0
16.7,20000.0,E,,VENTURE,0.32,62000.0,credit_risk,0.0
7.49,8000.0,A,,EDUCATION,0.09,90000.0,credit_risk,0.0
10.95,6500.0,B,,PERSONAL,0.1,62000.0,credit_risk,0.0
11.58,10000.0,B,,VENTURE,0.16,62000.0,credit_risk,0.0
6.92,8000.0,A,,MEDICAL,0.09,90000.0,credit_risk,0.0
13.35,8000.0,C,,DEBTCONSOLIDATION,0.09,90000.0,credit_risk,0.0
,8000.0,D,,PERSONAL,0.09,90000.0,credit_risk,0.0
16.0,15000.0,E,,MEDICAL,0.27,56000.0,credit_risk,1.0
6.92,8000.0,A,,PERSONAL,0.09,91000.0,credit_risk,0.0
11.86,8000.0,B,,PERSONAL,0.09,91000.0,credit_risk,0.0
11.49,8000.0,B,,DEBTCONSOLIDATION,0.09,92004.0,credit_risk,0.0
13.87,7500.0,D,,EDUCATION,0.12,62000.0,credit_risk,0.0
10.08,6400.0,B,,DEBTCONSOLIDATION,0.1,62000.0,credit_risk,0.0
10.08,8000.0,B,,HOMEIMPROVEMENT,0.13,62000.0,credit_risk,0.0
9.2,9600.0,B,,VENTURE,0.15,62000.0,credit_risk,0.0
15.23,8000.0,C,,PERSONAL,0.08,95000.0,credit_risk,0.0
10.99,8000.0,B,,PERSONAL,0.08,95000.0,credit_risk,0.0
13.8,8000.0,C,,HOMEIMPROVEMENT,0.08,95000.0,credit_risk,0.0
10.36,8000.0,B,,DEBTCONSOLIDATION,0.08,95000.0,credit_risk,0.0
8.7,3000.0,B,,MEDICAL,0.05,62000.0,credit_risk,0.0
12.61,8000.0,C,,EDUCATION,0.08,95004.0,credit_risk,0.0
12.61,8000.0,C,,HOMEIMPROVEMENT,0.1,84000.0,credit_risk,1.0
11.71,8000.0,B,,DEBTCONSOLIDATION,0.14,56004.0,credit_risk,1.0
16.45,8000.0,E,,VENTURE,0.1,84000.0,credit_risk,1.0
13.61,8000.0,C,,DEBTCONSOLIDATION,0.08,96500.0,credit_risk,0.0
10.0,6000.0,B,,DEBTCONSOLIDATION,0.11,56004.0,credit_risk,1.0
15.31,8000.0,D,,EDUCATION,0.08,97000.0,credit_risk,0.0
9.99,4000.0,B,,MEDICAL,0.06,62004.0,credit_risk,0.0
16.32,8000.0,D,,PERSONAL,0.08,99996.0,credit_risk,0.0
7.14,8000.0,A,,VENTURE,0.08,99996.0,credit_risk,0.0
11.26,15000.0,B,,PERSONAL,0.27,56004.0,credit_risk,1.0
10.95,9600.0,B,,DEBTCONSOLIDATION,0.15,62004.0,credit_risk,0.0
6.54,8000.0,A,,MEDICAL,0.08,100000.0,credit_risk,0.0
13.47,15000.0,C,,HOMEIMPROVEMENT,0.24,62004.0,credit_risk,0.0
7.37,3600.0,A,,EDUCATION,0.06,62004.0,credit_risk,0.0
9.07,10000.0,A,,MEDICAL,0.16,62004.0,credit_risk,0.0
14.74,8000.0,D,,DEBTCONSOLIDATION,0.09,89000.0,credit_risk,1.0
11.71,9600.0,B,,EDUCATION,0.15,62100.0,credit_risk,0.0
7.51,8000.0,A,,DEBTCONSOLIDATION,0.08,105000.0,credit_risk,0.0
12.61,1600.0,C,,PERSONAL,0.03,62100.0,credit_risk,0.0
12.53,6000.0,C,,EDUCATION,0.1,62100.0,credit_risk,0.0
16.29,8000.0,D,,MEDICAL,0.08,81600.0,credit_risk,1.0
9.88,8000.0,B,,DEBTCONSOLIDATION,0.07,108000.0,credit_risk,0.0
16.63,18000.0,E,,PERSONAL,0.29,62200.0,credit_risk,0.0
5.99,8000.0,A,,PERSONAL,0.07,110000.0,credit_risk,0.0
11.71,8000.0,B,,VENTURE,0.07,115000.0,credit_risk,0.0
16.29,12000.0,D,,DEBTCONSOLIDATION,0.21,56208.0,credit_risk,1.0
16.49,8000.0,D,,VENTURE,0.07,116664.0,credit_risk,0.0
9.99,5000.0,B,,MEDICAL,0.08,62236.0,credit_risk,0.0
16.29,8000.0,D,,PERSONAL,0.07,108000.0,credit_risk,1.0
16.77,8000.0,E,,DEBTCONSOLIDATION,0.07,108000.0,credit_risk,1.0
,8000.0,B,,EDUCATION,0.07,120000.0,credit_risk,0.0
7.66,10000.0,A,,MEDICAL,0.16,62316.0,credit_risk,0.0
10.65,29800.0,B,,EDUCATION,0.48,62352.0,credit_risk,0.0
12.69,21650.0,B,,PERSONAL,0.35,62361.0,credit_risk,0.0
14.61,8000.0,D,,EDUCATION,0.07,120000.0,credit_risk,0.0
12.53,8000.0,B,,MEDICAL,0.07,123000.0,credit_risk,0.0
17.58,15000.0,D,,MEDICAL,0.24,62400.0,credit_risk,0.0
9.63,8000.0,B,,MEDICAL,0.06,125000.0,credit_risk,0.0
13.23,8000.0,C,,PERSONAL,0.06,126000.0,credit_risk,0.0
8.9,7200.0,A,,VENTURE,0.12,62400.0,credit_risk,0.0
8.9,4000.0,A,,PERSONAL,0.06,62400.0,credit_risk,0.0
11.99,8000.0,B,,MEDICAL,0.06,130000.0,credit_risk,0.0
,11000.0,A,,DEBTCONSOLIDATION,0.18,62400.0,credit_risk,0.0
,8000.0,B,,VENTURE,0.06,135000.0,credit_risk,0.0
13.06,7000.0,C,,MEDICAL,0.11,62400.0,credit_risk,0.0
14.91,8400.0,D,,EDUCATION,0.15,56400.0,credit_risk,1.0
16.4,25000.0,E,,PERSONAL,0.44,56400.0,credit_risk,1.0
15.99,8000.0,D,,DEBTCONSOLIDATION,0.06,131400.0,credit_risk,1.0
6.54,9500.0,A,,EDUCATION,0.15,62400.0,credit_risk,0.0
14.46,2400.0,D,,EDUCATION,0.04,62400.0,credit_risk,0.0
13.85,12600.0,C,,VENTURE,0.2,62400.0,credit_risk,0.0
14.96,12500.0,D,,EDUCATION,0.2,62400.0,credit_risk,0.0
